taxon_no,Order,Family,taxon_name,ln_mass_g,mass_source,m1_length_mm,m1_width_mm,m1_source,eq_type,mass_eq,eq_source,ln_mass_g_estimate,n_occs,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,life_habit,life_habit_basis,diet,diet_basis
204184,Eutriconodonta,Gobiconodontidae,Gobiconodon hopsoni,,,,,,,,,,1,145,132.9,145,132.9,Berriasian,Valanginian,,Mammalia,insectivore,Mammaliaformes
70490,Eutriconodonta,Gobiconodontidae,Gobiconodon tomidai,,,,,,,,,,1,125,113,125,113,Aptian,,,Mammalia,insectivore,Mammaliaformes
57346,Eutriconodonta,Gobiconodontidae,Hangjinia chowi,,,,,,,,,,1,145,100.5,145,100.5,Early Cretaceous,,,Mammalia,insectivore,Mammaliaformes
67607,Eutriconodonta,Gobiconodontidae,Repenomamus robustus,8.52,Large Mesozoic mammals fed on young dinosaurs,,,,,,,,1,125.45,122.46,125.45,122.46,Barremian,Aptian,ground dwelling,Repenomamus robustus,carnivore,Repenomamus robustus
331039,Eutriconodonta,Gobiconodontidae,Spinolestes xenarthrosus,4.13,A Cretaceous eutriconodont and integument evolution in early mammals,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,,Mammalia,insectivore,Mammaliaformes
65083,Eutriconodonta,Jeholodentidae,Yanoconodon allini,,,,,,,,,,1,129.4,122.46,129.4,122.46,Barremian,Aptian,ground dwelling,Yanoconodon,insectivore,Mammaliaformes
203406,Eutriconodonta,Triconodontidae,Triconodon mordax,,,2.50,,Tooth eruption in the Early Cretaceous British mammal Triconodon and description of a new species,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,4.34740603,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
44330,Eutriconodonta,Triconodontidae,Arundelconodon hottoni,,,2.89,1.03,First Early Cretaceous mammal from the eastern seaboard of the United States,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,3.802919561,1,125.45,122.46,125.45,122.46,Barremian,Aptian,,Mammalia,insectivore,Mammaliaformes
203407,Eutriconodonta,Triconodontidae,Trioracodon ferox,,,3.40,,Tooth eruption in the Early Cretaceous British mammal Triconodon and description of a new species,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,5.242186506,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
43945,Eutriconodonta,Triconodontidae,Alticonodon lindoei,,,,,,,,,,2,85.8,83.5,85.8,83.5,Santonian,Campanian,,Mammalia,insectivore,Mammaliaformes
44367,Eutriconodonta,Triconodontidae,Astroconodon delicatus,,,,,,,,,,5,105.3,93.5,105.3,93.5,Albian,Turonian,amphibious,Astroconodon,piscivore,Astroconodon
143620,Eutriconodonta,Triconodontidae,Corviconodon montanensis,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
45284,Eutriconodonta,Triconodontidae,Corviconodon utahensis,,,,,,,,,,6,105.3,93.5,105.3,93.5,Albian,Turonian,,Mammalia,insectivore,Mammaliaformes
208907,Eutriconodonta,Triconodontidae,Ichthyoconodon jaworowskorum,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
47425,Eutriconodonta,Triconodontidae,Jugulator amplissimus,,,,,,,,,,4,105.3,93.5,105.3,93.5,Albian,Turonian,,Mammalia,insectivore,Mammaliaformes
216655,Eutriconodonta,Triconodontidae,Meiconodon lii,,,,,,,,,,2,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
216656,Eutriconodonta,Triconodontidae,Meiconodon setoguchii,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
203408,Eutriconodonta,Triconodontidae,Trioracodon major,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
203410,Eutriconodonta,Triconodontidae,Trioracodon oweni,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
44368,Eutriconodonta,Triconodontidae,Astroconodon denisoni,2.476,Body size downgrading of mammals over the late Quaternary,,,,,,,,8,125,113,113,100.5,Aptian,Albian,amphibious,Astroconodon,piscivore,Astroconodon
43737,Marsupialia,,Adinodon pattersoni,,,,,,,,,,1,113,100.5,113,100.5,Albian,,scansorial,Marsupialia,omnivore,Marsupialia
253246,Marsupialia,Herpetotheriidae,Nortedelphys jasoni,,,2.22,1.20,“South American” marsupials from the Late Cretaceous of North America and the origin of marsupial cohorts,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),A First Look at Estimating Body Size in Dentally Conservative Marsupials,4.452532854,7,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
160064,Marsupialia,Herpetotheriidae,Nortedelphys magnus,,,2.30,1.60,“South American” marsupials from the Late Cretaceous of North America and the origin of marsupial cohorts,"Marsupials, m1_area",ln(m) = 2.924 + 1.56 * ln(m1_area),A First Look at Estimating Body Size in Dentally Conservative Marsupials,4.956543893,2,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
160066,Marsupialia,Herpetotheriidae,Nortedelphys minimus,,,,,,,,,,2,70.6,66,70.6,66,Maastrichtian,,ground dwelling,Herpetotheriidae,omnivore,Marsupialia
216653,Marsupialia,Peradectidae,Maastrichtidelphys meurismeti,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,scansorial,Peradectidae,omnivore,Marsupialia
206772,Meridiolestida,,Reigitherium bunodonta,,,1.40,1.90,New cladotherian mammal from southern Chile and the evolution of mesungulatid meridiolestidans at the dusk of the Mesozoic era,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,3.597401826,4,83.5,66,72.1,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207630,Meridiolestida,,Leonardus cuspidatus,,,1.47,2.25,New cladotherian mammal from southern Chile and the evolution of mesungulatid meridiolestidans at the dusk of the Mesozoic era,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,3.995443911,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67621,Meridiolestida,,Austrotriconodon mckennai,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67622,Meridiolestida,,Austrotriconodon sepulvedai,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
204734,Meridiolestida,,Cronopio dentiacutus,,,,,,,,,,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Mammalia,insectivore,Mammaliaformes
435400,Meridiolestida,Mesungulatidae,Orretherium tzen,,,3.12,3.64,New cladotherian mammal from southern Chile and the evolution of mesungulatid meridiolestidans at the dusk of the Mesozoic era,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,6.249275081,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
67612,Meridiolestida,Mesungulatidae,Mesungulatum houssayi,,,3.90,3.70,New cladotherian mammal from southern Chile and the evolution of mesungulatid meridiolestidans at the dusk of the Mesozoic era,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,6.686828224,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
206767,Meridiolestida,Mesungulatidae,Coloniatherium cilinskii,,,5.70,4.85,New cladotherian mammal from southern Chile and the evolution of mesungulatid meridiolestidans at the dusk of the Mesozoic era,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,7.874625795,3,72.1,66,72.1,66,Maastrichtian,,,Mammalia,insectivore,Mammaliaformes
140932,Meridiolestida,Mesungulatidae,Mesungulatum lamarquensis,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
207629,Meridiolestida,Mesungulatidae,Quirogatherium major,,,,,,,,,,1,83.5,66,83.5,66,Campanian,Maastrichtian,,Mammalia,insectivore,Mammaliaformes
164354,Monotremata,,Kryoryctes cadburyi,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,,Mammalia,insectivore,Mammaliaformes
166572,Monotremata,Kollikodontidae,Kollikodon ritchiei,,,5.70,4.10,A new family of monotremes from the Cretaceous of Australia,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,7.567704902,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Mammalia,insectivore,Mammaliaformes
166544,Monotremata,Ornithorhynchidae,Steropodon galmani,,,7.30,4.30,First Mesozoic mammal from Australia—an early Cretaceous monotreme,"Mammals, m1_area",ln(m) = 1.81 + 1.827 * ln(m1_area),Analysis of mammalian communities from the Late Eocene and Oligocene of Southern France,8.106736081,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,,Ornithorhynchidae,"insectivore, herbivore",Ornithorhynchidae
137612,Monotremata,Ornithorhynchidae,Teinolophos trusleri,,,,,,,,,,1,122.46,112.03,122.46,112.03,Aptian,Albian,,Ornithorhynchidae,"insectivore, herbivore",Ornithorhynchidae
47415,Multituberculata,,Janumys erebos,1.791759469,Body size downgrading of mammals over the late Quaternary,1.26,0.76,"Multituberculate mammals from near the Early-Late Cretaceous boundary, Cedar Mountain Formation, Utah","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,2.237367548,5,105.3,93.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
249185,Multituberculata,,Passumys angelli,,,1.41,1.12,Earliest Cretaceous mammals from the western United States,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,2.959384019,1,145,136.4,145,136.4,Berriasian,Valanginian,arboreal,Multituberculata,herbivore,Multituberculata
45105,Multituberculata,,Cimexomys judithae,3.182418433,Body size downgrading of mammals over the late Quaternary,1.80,,"The vertebrate fauna of the Judith River Formation, Montana","Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Skeletal and dental predictors of body mass in predators,3.391459195,7,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45525,Multituberculata,,Dakotamys malcolmi,3.301598691,Body size downgrading of mammals over the late Quaternary,1.88,1.09,"Cenomanian (Late Cretaceous) mammals from Cedar Canyon, southwestern Utah, and a revision of Cenomanian Alphadon-like marsupials","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.335416348,5,100.5,93.9,99.6,93.5,Cenomanian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
44721,Multituberculata,,Bryceomys intermedius,3.401197382,Body size downgrading of mammals over the late Quaternary,1.88,1.15,"Multituberculate mammals from near the Early-Late Cretaceous boundary, Cedar Mountain Formation, Utah","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.412756098,9,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
204040,Multituberculata,,Chulsanbaatar vulgaris,2.48490665,Body size downgrading of mammals over the late Quaternary,1.90,0.90,Multituberculate Succession in the Late Cretaceuos of the Gobi Desert Mongolia,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.074236976,5,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
216471,Multituberculata,,Uzbekbaatar wardi,,,1.96,1.12,"Mammals from the Upper Cretaceous Aitym Formation, Kyzylkum Desert, Uzbekistan","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.434751638,1,93.5,86.3,93.5,86.3,Turonian,Coniacian,arboreal,Multituberculata,herbivore,Multituberculata
44976,Multituberculata,,Cedaromys parvus,3.828641396,Body size downgrading of mammals over the late Quaternary,2.06,1.39,"Multituberculate mammals from near the Early-Late Cretaceous boundary, Cedar Mountain Formation, Utah","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.818297204,8,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
45101,Multituberculata,,Cimexomys antiquus,3.469174031,Body size downgrading of mammals over the late Quaternary,2.15,1.10,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.542286742,3,85.8,83.5,83.5,70.6,Santonian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45108,Multituberculata,,Cimexomys minor,3.631912816,Body size downgrading of mammals over the late Quaternary,2.30,1.00,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,3.502062724,7,70.6,66,66,63.3,Maastrichtian,Danian,arboreal,Multituberculata,herbivore,Multituberculata
44975,Multituberculata,,Cedaromys bestia,4.262679877,Body size downgrading of mammals over the late Quaternary,2.49,1.57,"Multituberculate mammals from near the Early-Late Cretaceous boundary, Cedar Mountain Formation, Utah","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,4.267675978,9,113,100.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
331090,Multituberculata,,Yubaatar zhongyuanensis,,,9.20,3.58,Largest known Mesozoic multituberculate from Eurasia and implications for multituberculate evolution and biology,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,7.343712355,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
43974,Multituberculata,,Ameribaatar zofiae,,,,,,,,,,5,105.3,93.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
216491,Multituberculata,,Argentodites coloniensis,,,,,,,,,,1,72.1,66,72.1,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
265643,Multituberculata,,Argillomys marylandensis,,,,,,,,,,1,122.46,112.03,122.46,112.03,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
358279,Multituberculata,,Baidabatyr clivosus,,,,,,,,,,1,129.4,113,129.4,113,Barremian,Aptian,arboreal,Multituberculata,herbivore,Multituberculata
204009,Multituberculata,,Bulganbaatar nemegtbaataroides,,,,,,,,,,2,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
253258,Multituberculata,,Cedaromys minimus,,,,,,,,,,1,99.6,93.5,99.6,93.5,Cenomanian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
45103,Multituberculata,,Cimexomys gregoryi,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
216670,Multituberculata,,Iberica hahni,,,,,,,,,,3,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
49784,Multituberculata,,Paracimexomys crossi,,,,,,,,,,1,122.46,109,122.46,109,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
49787,Multituberculata,,Paracimexomys magnus,,,,,,,,,,2,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
137979,Multituberculata,,Uzbekbaatar kizylkumensis,,,,,,,,,,2,93.5,89.3,93.5,89.3,Turonian,Coniacian,arboreal,Multituberculata,herbivore,Multituberculata
52654,Multituberculata,,Viridomys orbatus,,,,,,,,,,2,85.8,83.5,85.8,83.5,Santonian,Campanian,arboreal,Multituberculata,herbivore,Multituberculata
204010,Multituberculata,,Nemegtbaatar gobiensis,5.365976015,Body size downgrading of mammals over the late Quaternary,,,,,,,,5,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Nemegtbaatar,herbivore,Nemegtbaatar
49786,Multituberculata,,Paracimexomys magister,4.50795406,Body size downgrading of mammals over the late Quaternary,,,,,,,,3,85.8,83.5,85.8,83.5,Santonian,Campanian,arboreal,Multituberculata,herbivore,Multituberculata
44720,Multituberculata,,Bryceomys hadrosus,4.430724577,Body size downgrading of mammals over the late Quaternary,,,,,,,,2,93.9,89.8,93.5,89.3,Turonian,Coniacian,arboreal,Multituberculata,herbivore,Multituberculata
49789,Multituberculata,,Paracimexomys priscus,4.161247621,Body size downgrading of mammals over the late Quaternary,,,,,,,,11,85.8,70.6,70.6,66,Santonian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
168379,Multituberculata,,Paracimexomys propriscus,3.828641396,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
49790,Multituberculata,,Paracimexomys robisoni,3.208548269,Body size downgrading of mammals over the late Quaternary,,,,,,,,13,113,100.5,70.6,66,Albian,Late Cretaceous,arboreal,Multituberculata,herbivore,Multituberculata
49788,Multituberculata,,Paracimexomys perplexus,2.944438979,Body size downgrading of mammals over the late Quaternary,,,,,,,,8,105.3,93.5,105.3,93.5,Albian,Turonian,arboreal,Multituberculata,herbivore,Multituberculata
44719,Multituberculata,,Bryceomys fumosus,2.665606672,Body size downgrading of mammals over the late Quaternary,,,,,,,,3,93.9,89.8,93.5,89.3,Turonian,Coniacian,arboreal,Multituberculata,herbivore,Multituberculata
209842,Multituberculata,Albionbaataridae,Albionbaatar denisae,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
216660,Multituberculata,Albionbaataridae,Kielanobaatar badaohaoensis,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
207526,Multituberculata,Allodontidae,Ctenacodon minor,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
204183,Multituberculata,Arginbaataridae,Arginbaatar dimitrievae,2.397895273,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
45123,Multituberculata,Cimolodontidae,Cimolodon similis,4.750480175,Body size downgrading of mammals over the late Quaternary,3.10,1.70,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,4.698758283,12,100.5,93.9,83.5,70.6,Cenomanian,Late Cretaceous,,Cimolodontidae,omnivore,Cimolodontidae
45121,Multituberculata,Cimolodontidae,Cimolodon electus,5.148218961,Body size downgrading of mammals over the late Quaternary,3.40,1.95,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,5.030109962,10,85.8,83.5,83.5,70.6,Santonian,Maastrichtian,,Cimolodontidae,omnivore,Cimolodontidae
45122,Multituberculata,Cimolodontidae,Cimolodon nitidus,5.309692903,Body size downgrading of mammals over the late Quaternary,4.88,2.25,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,5.756747979,69,83.5,70.6,70.6,66,Campanian,Maastrichtian,,Cimolodontidae,omnivore,Cimolodontidae
387583,Multituberculata,Cimolodontidae,Cimolodon akersteni,,,,,,,,,,1,105.3,93.5,105.3,93.5,Albian,Turonian,,Cimolodontidae,omnivore,Cimolodontidae
209125,Multituberculata,Cimolodontidae,Cimolodon parvus,,,,,,,,,,2,70.6,66,70.6,66,Maastrichtian,,,Cimolodontidae,omnivore,Cimolodontidae
267478,Multituberculata,Cimolodontidae,Cimolodon peregrinus,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Cimolodontidae,omnivore,Cimolodontidae
82051,Multituberculata,Cimolodontidae,Cimolodon wardi,4.248495242,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Cimolodontidae,omnivore,Cimolodontidae
45127,Multituberculata,Cimolomyidae,Cimolomys gracilis,5.842741108,Body size downgrading of mammals over the late Quaternary,4.90,2.15,"Early Campanian Multituberculates (Mammalia: Allotheria) from the Upper Milk River Formation, Alberta","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,5.698513549,23,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48076,Multituberculata,Cimolomyidae,Meniscoessus robustus,7.764466375,Body size downgrading of mammals over the late Quaternary,8.49,4.29,"Preliminary report on the mammals form Lane's Little Jaw Site Quarry: a latest Cretaceous (earliest Puercan?) local fauna, Hell Creek Formation, southeastern Montana","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,7.488924991,92,72.1,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
43873,Multituberculata,Cimolomyidae,Allacodon lentus,,,,,,,,,,5,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
43874,Multituberculata,Cimolomyidae,Allacodon pumilus,,,,,,,,,,2,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
204008,Multituberculata,Cimolomyidae,Buginbaatar transaltaiensis,,,,,,,,,,1,72.1,66,72.1,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
45129,Multituberculata,Cimolomyidae,Cimolomys milliensis,,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45131,Multituberculata,Cimolomyidae,Cimolomys trochuus,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48071,Multituberculata,Cimolomyidae,Meniscoessus conquistus,,,,,,,,,,2,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48072,Multituberculata,Cimolomyidae,Meniscoessus ferox,,,,,,,,,,1,85.8,83.5,85.8,83.5,Santonian,Campanian,arboreal,Multituberculata,herbivore,Multituberculata
166859,Multituberculata,Cimolomyidae,Paressonodon nelsoni,,,,,,,,,,3,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48077,Multituberculata,Cimolomyidae,Meniscoessus seminoensis,7.731109192,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
46330,Multituberculata,Cimolomyidae,Essonodon browni,7.539059428,Body size downgrading of mammals over the late Quaternary,,,,,,,,17,72.1,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48075,Multituberculata,Cimolomyidae,Meniscoessus major,6.616053382,Body size downgrading of mammals over the late Quaternary,,,,,,,,17,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
48070,Multituberculata,Cimolomyidae,Meniscoessus collomensis,6.612041035,Body size downgrading of mammals over the late Quaternary,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
48074,Multituberculata,Cimolomyidae,Meniscoessus intermedius,5.994826161,Body size downgrading of mammals over the late Quaternary,,,,,,,,7,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
45124,Multituberculata,Cimolomyidae,Cimolomys clarki,5.562139204,Body size downgrading of mammals over the late Quaternary,,,,,,,,22,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,arboreal,Multituberculata,herbivore,Multituberculata
143292,Multituberculata,Corriebaataridae,Corriebaatar marywaltersae,,,,,,,,,,1,122.46,112.03,122.46,112.03,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
404415,Multituberculata,Djadochtatheriidae,Guibaatar castellanus,,,4.07,2.35,"New Genus and Species of Djadochtatheriid Multituberculate (Allotheria, Mammalia) from the Upper Cretaceous Bayan Mandahu Formation of Inner Mongolia","Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,5.559023326,1,83.6,72.1,83.6,72.1,Campanian,,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
204043,Multituberculata,Djadochtatheriidae,Catopsbaatar catopsaloides,6.778784898,Body size downgrading of mammals over the late Quaternary,6.10,3.80,Multituberculate Succession in the Late Cretaceuos of the Gobi Desert Mongolia,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Adaptive radiation of multituberculate mammals before the extinction of dinosaurs,6.836704522,4,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
371284,Multituberculata,Djadochtatheriidae,Mangasbaatar udanii,6.78,"Craniodental anatomy of a new Late Cretaceous multituberculate mammal from Udan Sayr, Mongolia",,,,,,,,1,83.6,72.1,83.6,72.1,Campanian,,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
204035,Multituberculata,Djadochtatheriidae,Tombaatar sabuli,,,,,,,,,,1,83.6,72.1,83.6,72.1,Campanian,,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
203446,Multituberculata,Djadochtatheriidae,Djadochtatherium matthewi,5.739792912,Body size downgrading of mammals over the late Quaternary,,,,,,,,2,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
